0.00793173	0.0168775	0.00596297	
0.209731	0.320882	-0.0526511	
0.399014	0.526525	-0.0977422	
0.53625	0.642817	-0.0955138	
0.611532	0.700783	-0.116148	
0.665224	0.739115	-0.122223	
0.692804	0.755158	-0.135313	
0.709195	0.768311	-0.137237	
0.716004	0.777739	-0.134933	
0.721668	0.780089	-0.135186	
0.725672	0.782752	-0.1383	
0.727228	0.785178	-0.139009	
0.728785	0.785804	-0.138883	
0.728785	0.785804	-0.138883	
0.72947	0.785491	-0.138528	
0.72947	0.785491	-0.138528	
0.730154	0.785178	-0.139009	
0.730154	0.785178	-0.139009	
0.730154	0.785178	-0.139009	
0.730154	0.785178	-0.139009	
0.730154	0.785178	-0.139009	
0.730154	0.785178	-0.139009	
0.72947	0.785491	-0.139364	
0.730154	0.785178	-0.139009	
0.730154	0.785178	-0.139009	
0.72947	0.785491	-0.139364	
0.72947	0.785491	-0.139364	
0.72947	0.785491	-0.139364	
0.72947	0.785491	-0.139364	
0.72947	0.785491	-0.139364	
