0.00793173	0.0168775	0.00596297	
0.128173	0.391258	0.00169961	
0.183833	0.645871	0.00794665	
0.230944	0.795735	0.0342226	
0.244642	0.875115	0.0278395	
0.251209	0.932285	0.0309523	
0.253276	0.958647	0.0270518	
0.258819	0.975865	0.0263679	
0.261521	0.986269	0.02738	
0.261024	0.991434	0.0306205	
0.260921	0.995073	0.0303925	
0.260425	0.998437	0.0302911	
0.261297	0.999375	0.0300631	
0.261297	0.999375	0.0300631	
0.261297	0.999375	0.0300631	
0.261297	0.999375	0.0300631	
0.261297	0.999375	0.0300631	
0.261297	0.999375	0.0300631	
0.260613	0.999687	0.0297086	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
0.259928	1	0.0301896	
