0.00793173	0.0168775	0.00596297	
0.0383343	0.0320581	0.00684859	
0.0402131	0.0778748	0.0135563	
0.0808514	0.114605	0.0303687	
0.0797241	0.138609	0.0338634	
0.104087	0.175045	0.0411798	
0.139778	0.195475	0.0513322	
0.179776	0.193968	0.0229746	
0.204739	0.2189	-0.00279887	
0.243221	0.226898	-0.037407	
0.285738	0.269835	-0.0715354	
0.335489	0.342147	-0.110754	
0.37992	0.357128	-0.126908	
0.414497	0.387452	-0.171696	
0.443325	0.408735	-0.194533	
0.467912	0.41046	-0.228332	
0.486598	0.418145	-0.225824	
0.500014	0.421955	-0.240735	
0.493165	0.405096	-0.272005	
0.49614	0.406337	-0.294109	
0.505807	0.430255	-0.280766	
0.522351	0.437409	-0.276159	
0.522744	0.443085	-0.282134	
0.515699	0.44917	-0.289322	
0.518799	0.45823	-0.290789	
0.511833	0.433013	-0.305626	
0.495791	0.455085	-0.300788	
0.491	0.447371	-0.303269	
0.529576	0.436965	-0.310386	
0.51637	0.408054	-0.308233	
0.501911	0.422334	-0.305676	
0.509131	0.413606	-0.314993	
0.499737	0.424636	-0.301322	
0.473817	0.452392	-0.299575	
0.512397	0.442167	-0.304867	
0.516419	0.423698	-0.31112	
0.516012	0.433033	-0.307701	
0.541417	0.426172	-0.308917	
0.540388	0.431052	-0.322058	
0.544218	0.433657	-0.313679	
0.519823	0.434264	-0.317906	
0.514021	0.437305	-0.287373	
0.500336	0.427536	-0.311019	
0.494981	0.417871	-0.333475	
0.501428	0.410687	-0.329958	
0.510858	0.428512	-0.348236	
0.518369	0.416496	-0.348717	
0.514155	0.398424	-0.364594	
0.503137	0.413415	-0.360062	
0.510719	0.433003	-0.355554	
0.528739	0.42077	-0.359046	
0.526189	0.436776	-0.333475	
0.518817	0.428096	-0.340715	
0.529133	0.420145	-0.322411	
0.533973	0.400292	-0.306943	
0.543999	0.408233	-0.287449	
0.545144	0.427014	-0.282385	
0.560851	0.422475	-0.299703	
0.541775	0.408394	-0.316133	
0.525008	0.424248	-0.311373	
0.537087	0.420448	-0.297499	
0.535463	0.437013	-0.259851	
0.527285	0.427309	-0.282915	
0.549251	0.444944	-0.279423	
0.534519	0.463886	-0.265448	
0.516025	0.437827	-0.267548	
0.512844	0.433961	-0.272637	
0.53298	0.422324	-0.264536	
0.543439	0.414564	-0.276357	
0.561025	0.418032	-0.285295	
0.562976	0.434236	-0.286131	
0.560408	0.434463	-0.306715	
0.55461	0.428683	-0.323651	
0.526789	0.424371	-0.335652	
0.531956	0.423784	-0.336842	
0.524413	0.413427	-0.343297	
0.504121	0.402975	-0.368109	
0.492521	0.396635	-0.35869	
0.494266	0.404813	-0.35664	
0.485318	0.367126	-0.380919	
0.496494	0.376025	-0.366234	
0.524449	0.376565	-0.37464	
0.523783	0.377352	-0.364765	
0.517363	0.383321	-0.374869	
0.519058	0.385757	-0.373273	
0.499276	0.392939	-0.385402	
0.512518	0.382287	-0.371275	
0.51433	0.389479	-0.379428	
0.518915	0.40087	-0.357351	
0.513372	0.41606	-0.368364	
0.522203	0.384173	-0.374439	
0.522494	0.373683	-0.373123	
0.506309	0.392863	-0.352362	
0.521635	0.375739	-0.345275	
0.515529	0.371873	-0.349527	
0.514764	0.34047	-0.352259	
0.495205	0.34895	-0.350362	
0.512554	0.372432	-0.329931	
0.510966	0.361138	-0.332815	
0.535208	0.347624	-0.338462	
0.537789	0.362094	-0.330361	
0.542066	0.369997	-0.344894	
0.551613	0.36287	-0.366237	
0.511869	0.339436	-0.393782	
0.513171	0.3506	-0.399579	
0.515086	0.361355	-0.385781	
0.531562	0.369495	-0.374313	
0.546549	0.374223	-0.358135	
0.557755	0.402794	-0.348211	
0.545045	0.410129	-0.354311	
0.567427	0.401686	-0.348918	
0.561146	0.386059	-0.348361	
0.556869	0.406964	-0.330487	
0.556543	0.423708	-0.328032	
0.555192	0.414905	-0.337728	
0.54573	0.405315	-0.323879	
0.543641	0.403505	-0.313652	
0.551563	0.394038	-0.306537	
0.559419	0.386458	-0.306764	
0.54811	0.37863	-0.346158	
0.550557	0.385169	-0.349399	
0.546656	0.356361	-0.379476	
0.547922	0.352173	-0.374818	
