0.0121855	0.0217377	-0.0114002	-0.0159311	0.011173	0.00244581	-0.0021361	-0.0170237	0.0228228	0.00784476	-0.00226978	0.0139062	0.00251564	0.01411	-0.00321165	-0.0130899	0.0040343	0.000471502	-0.00444563	0.00664276	-0.00811609	0.00650221	-0.0085651	0.0110974	-0.0190975	-0.00997311	0.0127107	0.022854	-0.0290249	-0.00430862	0.0201878	-0.00465649	0.0181077	0.00116758	-0.0142357	0.0058457	0.0103868	-0.00529348	0.00126885	-0.016237	
0.0815901	0.106629	-0.0293657	-0.112255	0.0880568	0.0399975	0.0101306	-0.0987031	0.115077	0.0110918	-0.0946026	0.158392	-0.02199	0.0541711	0.0620863	-0.0498191	0.0244532	0.0192349	-0.0150675	0.0327472	-0.0824146	0.0514068	0.00531112	0.0249603	-0.101576	-0.0876495	0.104949	0.182855	-0.149836	-0.0705068	0.177784	-0.0470899	0.173232	0.00771054	-0.0395535	0.0188833	0.094475	0.027357	-0.00037319	-0.195873	
0.108455	0.120637	-0.00728856	-0.110639	0.134303	0.058769	-0.00468542	-0.131208	0.141156	0.0201846	-0.137663	0.194347	-0.0308862	0.0376034	0.120116	-0.0596511	0.0325568	-0.000278236	-0.0419512	0.0263552	-0.124805	0.0554525	0.0330742	0.0136266	-0.134121	-0.141275	0.118899	0.211422	-0.191526	-0.0817098	0.23028	-0.0513814	0.201993	0.0198841	-0.0509186	0.0108817	0.131453	0.0461486	-0.00521533	-0.291281	
0.121156	0.107901	-0.0109846	-0.0955265	0.149636	0.0820368	-0.00338576	-0.129265	0.152204	0.0221557	-0.160267	0.201263	-0.0386944	0.0128365	0.132727	-0.0584041	0.0297371	-0.0178804	-0.0440271	0.0193276	-0.146476	0.0542505	0.0481713	0.00907642	-0.144397	-0.150862	0.136406	0.215098	-0.197613	-0.0896142	0.261585	-0.0524765	0.203922	0.0187045	-0.0481013	0.00383848	0.144789	0.0718529	-0.013822	-0.338299	
0.121225	0.0930878	-0.0053032	-0.0824505	0.163025	0.0755099	-0.0122567	-0.126958	0.161224	0.0196037	-0.174361	0.190618	-0.0412205	-0.00083612	0.131849	-0.0575548	0.0379556	-0.0326486	-0.0506092	0.0102178	-0.163675	0.0632632	0.0595925	0.00898845	-0.146949	-0.156043	0.139605	0.202857	-0.18695	-0.0808423	0.287516	-0.0498357	0.200491	0.0204033	-0.0465273	-0.0134595	0.163369	0.0889812	-0.0122406	-0.371063	
0.113891	0.0653066	-0.00449286	-0.0759172	0.172072	0.0738779	-0.0285657	-0.118819	0.145721	0.0220344	-0.1842	0.181632	-0.0436837	0.0016529	0.128572	-0.0657122	0.0355165	-0.0318455	-0.0555167	-0.0020529	-0.170215	0.0763306	0.0783667	-0.00164081	-0.144518	-0.162631	0.124082	0.202858	-0.175511	-0.0800642	0.287478	-0.057968	0.188212	0.0236807	-0.0424561	-0.024102	0.1715	0.100407	-0.0106173	-0.406189	
0.107746	0.0469734	0.00490552	-0.0697994	0.183007	0.0685706	-0.0290089	-0.117548	0.134687	0.025741	-0.194343	0.168173	-0.0408018	-0.00780779	0.119204	-0.0685799	0.0375399	-0.0273321	-0.0640721	-0.0105853	-0.173872	0.0848916	0.0926548	-0.00936866	-0.149792	-0.149877	0.121246	0.187754	-0.153894	-0.0755042	0.297753	-0.0568036	0.175607	0.0216188	-0.0371311	-0.0285453	0.180958	0.121228	-0.0183563	-0.433506	
0.104468	0.0331149	0.00817687	-0.0681694	0.188671	0.0571414	-0.0314783	-0.109357	0.130598	0.0306582	-0.204923	0.164097	-0.0424206	-0.00948003	0.110235	-0.0628715	0.0407954	-0.0314007	-0.0673281	-0.0113784	-0.17876	0.0848856	0.0951051	-0.0126183	-0.145691	-0.143289	0.113094	0.180407	-0.14574	-0.0730152	0.298607	-0.0519381	0.164205	0.0240559	-0.0297732	-0.0301511	0.173644	0.134292	-0.020796	-0.45798	
0.110163	0.0257987	0.0155329	-0.0665408	0.195124	0.0489771	-0.036407	-0.101969	0.124057	0.033952	-0.209767	0.152678	-0.0383177	-0.020973	0.0996391	-0.0555334	0.0326168	-0.0313807	-0.0746613	-0.0113434	-0.181194	0.085693	0.106536	-0.0215747	-0.14403	-0.135859	0.10005	0.168161	-0.139223	-0.062339	0.287229	-0.0421898	0.1569	0.0224052	-0.0313899	-0.0341928	0.164716	0.146541	-0.0142512	-0.488159	
0.104904	0.022861	0.0167349	-0.0636736	0.196563	0.0387755	-0.047354	-0.0934931	0.118778	0.043271	-0.209501	0.137553	-0.0330637	-0.0334882	0.0893921	-0.0461231	0.0306134	-0.034288	-0.0824517	-0.0151051	-0.184089	0.091838	0.118367	-0.0138789	-0.131446	-0.138092	0.0873517	0.147347	-0.124086	-0.0588085	0.275246	-0.040018	0.140047	0.0318385	-0.0261236	-0.0347036	0.165801	0.155102	-0.00408177	-0.523747	
0.0996073	0.0273356	0.025302	-0.0640798	0.187207	0.0285719	-0.0510131	-0.086572	0.113477	0.0501966	-0.204221	0.114283	-0.028584	-0.0306004	0.0693826	-0.035098	0.0310291	-0.0363389	-0.0779687	-0.0253288	-0.184504	0.0963323	0.120407	-0.0224631	-0.116356	-0.13527	0.0738725	0.12898	-0.118772	-0.0567955	0.262558	-0.0379503	0.126551	0.0445012	-0.0224579	-0.0351324	0.166181	0.148978	0.00366659	-0.568257	
0.099639	0.0354469	0.025287	-0.0534609	0.172637	0.0228593	-0.0542289	-0.0809213	0.10125	0.0395364	-0.188797	0.095492	-0.0302518	-0.0280534	0.0546597	-0.0293687	0.0302377	-0.0371887	-0.0796248	-0.0311026	-0.184529	0.09798	0.112241	-0.010257	-0.0976244	-0.131311	0.0575151	0.102043	-0.115484	-0.046274	0.233878	-0.0452139	0.104428	0.0453476	-0.0396282	-0.0294848	0.160371	0.14489	0.00935774	-0.627906	
0.0803877	0.0424989	0.0347063	-0.0546994	0.147411	0.0175497	-0.0482105	-0.0517979	0.0950893	0.0286125	-0.182472	0.0681762	-0.023239	-0.0294816	0.0379837	-0.0126652	0.027328	-0.0236484	-0.0661059	-0.0183244	-0.157945	0.0836626	0.0865333	-0.00894846	-0.0767074	-0.111843	0.0334952	0.0836722	-0.097981	-0.0236094	0.187111	-0.059688	0.0706961	0.0334472	-0.0563076	-0.0117854	0.137289	0.124087	0.0302237	-0.718838	
0.0501691	0.0368049	0.036345	-0.0424571	0.0844215	0.0134674	-0.0449647	-0.0313585	0.0763061	0.0139353	-0.120359	0.0347123	-0.00771369	-0.0221692	0.0151368	-0.00940587	0.00364362	-0.00649106	-0.0383406	-0.0101362	-0.0999738	0.0722279	0.0440857	-0.0162801	-0.04893	-0.0619485	0.00330147	0.0477531	-0.0661526	-0.00805183	0.10384	-0.0556392	0.042145	0.0105768	-0.0546642	-0.00440906	0.0842376	0.0800082	0.0261513	-0.852715	
0.0247982	0.0246646	0.0249463	-0.0253275	0.044907	0.0118314	-0.0213876	-0.0124483	0.0436157	0.00259859	-0.0695297	0.00208882	-0.00519455	-0.0223626	-0.00439938	0.00199286	-0.00130451	0.00092301	-0.0162524	0.00794331	-0.0427788	0.0452588	0.0236841	-0.0137509	-0.0178122	-0.0224736	-0.00888411	0.0118314	-0.0417087	0.00194295	0.0386861	-0.0313117	0.0153471	0.00806774	-0.0415491	-0.0010062	0.0395029	0.0457357	0.0245652	-0.947325	
0.0162737	0.0200941	0.0220666	-0.0175624	0.0324514	0.00897676	-0.020088	-0.00560525	0.0318062	0.00293683	-0.0463943	-0.0146686	-0.00647161	-0.0218091	-0.00893188	0.00650521	-0.0073897	-0.000351544	-0.0101648	0.00989706	-0.02853	0.0334443	0.0151077	-0.0109535	-0.011759	-0.0124498	-0.00852091	0.00162982	-0.033102	0.00792381	0.0169021	-0.0234231	0.0050271	0.00362269	-0.0362828	0.00501548	0.0242529	0.0347053	0.0200403	-0.978014	
0.015837	0.0213667	0.0126922	-0.0155276	0.0212901	0.00285281	-0.0172754	0.000577239	0.0272998	0.000937732	-0.0360992	-0.0183286	-0.00195	-0.0190374	-0.0133964	0.00853256	-0.0110858	0.0058013	-0.00483748	0.0111743	-0.0207521	0.0281247	0.0122536	-0.0129585	-0.00885947	-0.00947584	-0.00971848	0.000403832	-0.0294494	0.0108696	0.00514321	-0.0181926	0.000603286	0.00482025	-0.0358506	0.00221903	0.015761	0.0236909	0.0196531	-0.993891	
0.014603	0.020158	0.0114722	-0.0151214	0.0200216	0.00570946	-0.0168822	0.001005	0.0260698	0.000543511	-0.0340287	-0.020365	-0.00234769	-0.0170245	-0.0146124	0.00648722	-0.0131342	0.00540311	-0.0044223	0.013233	-0.0187037	0.0268957	0.0118464	-0.0133547	-0.00843725	-0.00984638	-0.00930129	-0.000821158	-0.0282318	0.011307	0.00231258	-0.0161769	0.00103408	0.00440307	-0.0362508	-0.000618416	0.0137471	0.021652	0.0208846	-0.997551	
0.0154193	0.020158	0.0106559	-0.0151214	0.0200216	0.00570946	-0.0168822	0.001005	0.0260698	0.000543511	-0.033212	-0.0195486	-0.00234769	-0.0170245	-0.0146124	0.00648722	-0.0131342	0.00540311	-0.00523866	0.0124165	-0.0178874	0.0268957	0.0110301	-0.0133547	-0.00843725	-0.00902926	-0.0101177	-0.00163748	-0.0282318	0.011307	0.00231258	-0.0161769	0.00103408	0.00440307	-0.0370671	-0.00143497	0.0129304	0.021652	0.0200683	-0.998367	
0.015413	0.0201687	0.0106589	-0.0143064	0.0208106	0.00652545	-0.0168922	0.001018	0.0252498	0.000552842	-0.0323762	-0.020362	-0.00152431	-0.0170438	-0.0154231	0.00648422	-0.0139555	0.00622615	-0.00523399	0.0132447	-0.017066	0.0260763	0.0110307	-0.0125303	-0.00924436	-0.00900392	-0.010928	-0.00163782	-0.0282365	0.0105095	0.00151449	-0.0170109	0.000232482	0.00439707	-0.0378782	-0.00142131	0.0121323	0.0216534	0.020073	-0.999174	
0.015413	0.0201687	0.0106589	-0.0143064	0.0208106	0.00652545	-0.0168922	0.001018	0.0252498	0.000552842	-0.0323762	-0.020362	-0.00152431	-0.0170438	-0.0154231	0.00648422	-0.0139555	0.00622615	-0.00523399	0.0132447	-0.017066	0.0260763	0.0110307	-0.0125303	-0.00924436	-0.00900392	-0.010928	-0.00163782	-0.0282365	0.0105095	0.00151449	-0.0170109	0.000232482	0.00439707	-0.0378782	-0.00142131	0.0121323	0.0216534	0.020073	-0.999174	
0.015008	0.0197551	0.0102492	-0.0147139	0.0204161	0.00611745	-0.0164789	0.00141977	0.0256598	0.000956393	-0.0327941	-0.0199553	-0.001936	-0.0166257	-0.0150178	0.00689389	-0.0143612	0.00663101	-0.0056445	0.0128306	-0.0166603	0.0256697	0.0106222	-0.0121261	-0.00965724	-0.00860803	-0.0105229	-0.00122949	-0.027826	0.0100915	0.00109678	-0.0174106	-0.000183319	0.00399189	-0.0374727	-0.00101986	0.0117146	0.0212445	0.0204788	-0.999587	
0.015008	0.0197551	0.0102492	-0.0147139	0.0204161	0.00611745	-0.0164789	0.00141977	0.0256598	0.000956393	-0.0327941	-0.0199553	-0.001936	-0.0166257	-0.0150178	0.00689389	-0.0143612	0.00663101	-0.0056445	0.0128306	-0.0166603	0.0256697	0.0106222	-0.0121261	-0.00965724	-0.00860803	-0.0105229	-0.00122949	-0.027826	0.0100915	0.00109678	-0.0174106	-0.000183319	0.00399189	-0.0374727	-0.00101986	0.0117146	0.0212445	0.0204788	-0.999587	
0.015008	0.0197551	0.0102492	-0.0147139	0.0204161	0.00611745	-0.0164789	0.00141977	0.0256598	0.000956393	-0.0327941	-0.0199553	-0.001936	-0.0166257	-0.0150178	0.00689389	-0.0143612	0.00663101	-0.0056445	0.0128306	-0.0166603	0.0256697	0.0106222	-0.0121261	-0.00965724	-0.00860803	-0.0105229	-0.00122949	-0.027826	0.0100915	0.00109678	-0.0174106	-0.000183319	0.00399189	-0.0374727	-0.00101986	0.0117146	0.0212445	0.0204788	-0.999587	
0.014603	0.0193416	0.0106559	-0.0143051	0.0200216	0.00652578	-0.0160657	0.00182154	0.0260698	0.000543511	-0.033212	-0.0195486	-0.00153131	-0.0170245	-0.0146124	0.00648722	-0.0139505	0.00703587	-0.00523866	0.013233	-0.0162547	0.025263	0.0102138	-0.0117219	-0.0100701	-0.00821215	-0.010934	-0.00163748	-0.0274155	0.00967339	0.000679072	-0.0178103	0.000217483	0.0035867	-0.0378835	-0.00143497	0.0112969	0.021652	0.0200683	-1	
0.014603	0.0193416	0.0106559	-0.0143051	0.0200216	0.00652578	-0.0160657	0.00182154	0.0260698	0.000543511	-0.033212	-0.0195486	-0.00153131	-0.0170245	-0.0146124	0.00648722	-0.0139505	0.00703587	-0.00523866	0.013233	-0.0162547	0.025263	0.0102138	-0.0117219	-0.0100701	-0.00821215	-0.010934	-0.00163748	-0.0274155	0.00967339	0.000679072	-0.0178103	0.000217483	0.0035867	-0.0378835	-0.00143497	0.0112969	0.021652	0.0200683	-1	
0.014603	0.0193416	0.0106559	-0.0143051	0.0200216	0.00652578	-0.0160657	0.00182154	0.0260698	0.000543511	-0.033212	-0.0195486	-0.00153131	-0.0170245	-0.0146124	0.00648722	-0.0139505	0.00703587	-0.00523866	0.013233	-0.0162547	0.025263	0.0102138	-0.0117219	-0.0100701	-0.00821215	-0.010934	-0.00163748	-0.0274155	0.00967339	0.000679072	-0.0178103	0.000217483	0.0035867	-0.0378835	-0.00143497	0.0112969	0.021652	0.0200683	-1	
0.014603	0.0193416	0.0106559	-0.0143051	0.0200216	0.00652578	-0.0160657	0.00182154	0.0260698	0.000543511	-0.033212	-0.0195486	-0.00153131	-0.0170245	-0.0146124	0.00648722	-0.0139505	0.00703587	-0.00523866	0.013233	-0.0162547	0.025263	0.0102138	-0.0117219	-0.0100701	-0.00821215	-0.010934	-0.00163748	-0.0274155	0.00967339	0.000679072	-0.0178103	0.000217483	0.0035867	-0.0378835	-0.00143497	0.0112969	0.021652	0.0200683	-1	
0.014603	0.0193416	0.0106559	-0.0143051	0.0200216	0.00652578	-0.0160657	0.00182154	0.0260698	0.000543511	-0.033212	-0.0195486	-0.00153131	-0.0170245	-0.0146124	0.00648722	-0.0139505	0.00703587	-0.00523866	0.013233	-0.0162547	0.025263	0.0102138	-0.0117219	-0.0100701	-0.00821215	-0.010934	-0.00163748	-0.0274155	0.00967339	0.000679072	-0.0178103	0.000217483	0.0035867	-0.0378835	-0.00143497	0.0112969	0.021652	0.0200683	-1	
0.014603	0.0193416	0.0106559	-0.0143051	0.0200216	0.00652578	-0.0160657	0.00182154	0.0260698	0.000543511	-0.033212	-0.0195486	-0.00153131	-0.0170245	-0.0146124	0.00648722	-0.0139505	0.00703587	-0.00523866	0.013233	-0.0162547	0.025263	0.0102138	-0.0117219	-0.0100701	-0.00821215	-0.010934	-0.00163748	-0.0274155	0.00967339	0.000679072	-0.0178103	0.000217483	0.0035867	-0.0378835	-0.00143497	0.0112969	0.021652	0.0200683	-1	
