0.138781	0.129415	0.0293897	-0.139185	0.196958	0.00571412	-0.0265396	-0.315992	0.254697	-0.0526553	-0.344667	0.275107	-0.0849007	0.0730925	0.000819198	-0.0914313	0.170616	0.0395978	0.0167376	0.0253171	-0.166534	-0.171432	0.00612279	0.144099	-0.120419	0.0437282	0.0763336	0.204082	-0.175926	-0.117199	
0.13387	0.126171	0.0228649	-0.131024	0.19118	0.0040808	-0.0330912	-0.315149	0.262037	-0.0510037	-0.359331	0.272664	-0.0767228	0.0771378	-0.000802204	-0.088172	0.165708	0.0404275	0.0240941	0.0261569	-0.16081	-0.177969	0.0102058	0.150647	-0.12285	0.0503158	0.0706311	0.196734	-0.175119	-0.113893	
0.133857	0.112312	0.00736053	-0.131027	0.183767	0.00163115	-0.036377	-0.31349	0.26856	-0.0493522	-0.378895	0.275119	-0.0734433	0.0787327	-0.00323997	-0.0816472	0.157534	0.0339098	0.0420632	0.0220978	-0.155085	-0.178791	0.0167377	0.162092	-0.121198	0.053635	0.0592139	0.187754	-0.168598	-0.10977	
0.135522	0.100828	0.00571286	-0.126938	0.182274	1.66597e-07	-0.0355105	-0.316005	0.274293	-0.0453167	-0.392875	0.273472	-0.0653144	0.0796461	-0.00490103	-0.0808159	0.152661	0.0338765	0.0510197	0.0261219	-0.149396	-0.182858	0.0216323	0.166134	-0.124511	0.059228	0.0469383	0.173878	-0.160411	-0.1066	
0.12775	0.090649	0.0012305	-0.126534	0.182612	-0.00367414	-0.040026	-0.319647	0.28857	-0.040803	-0.407938	0.264908	-0.0648887	0.0775558	-0.00692778	-0.0877623	0.144893	0.0326686	0.0587868	0.0314583	-0.141628	-0.187355	0.0236748	0.16493	-0.118364	0.0629684	0.0408305	0.153877	-0.156749	-0.101243	
0.122852	0.0808514	-0.00366752	-0.119187	0.185064	-0.00612312	-0.047374	-0.322913	0.296733	-0.0318222	-0.420189	0.258377	-0.0583576	0.0800062	-0.00366232	-0.0861296	0.138363	0.0326686	0.0669503	0.0265594	-0.135097	-0.193886	0.0285728	0.167379	-0.117548	0.060517	0.0310341	0.141632	-0.150218	-0.099609	
0.120827	0.070619	-0.00816487	-0.113061	0.18064	-0.0114284	-0.060004	-0.320904	0.304498	-0.0306209	-0.43208	0.253063	-0.0587833	0.0820965	-0.00163556	-0.0840813	0.126538	0.0289782	0.0697959	0.0285714	-0.12164	-0.197552	0.0289793	0.1694	-0.117163	0.0673991	0.0257127	0.142041	-0.146533	-0.0959818	
0.117909	0.0621474	-0.0126262	-0.10042	0.176692	-0.00530912	-0.0686717	-0.317106	0.312218	-0.0235926	-0.456811	0.236357	-0.052594	0.0806876	0.00127553	-0.0861506	0.119551	0.023735	0.0751465	0.0274575	-0.114653	-0.197173	0.0244958	0.172333	-0.11585	0.0631458	0.0106668	0.139181	-0.142904	-0.0864051	
0.111018	0.0592098	-0.0106079	-0.0853083	0.178948	-0.00734744	-0.0739036	-0.319245	0.319185	-0.0199886	-0.480231	0.217967	-0.0571366	0.0804242	-0.00162423	-0.0914343	0.114283	0.015113	0.0820505	0.0269618	-0.102854	-0.196742	0.0208173	0.164518	-0.116328	0.0682669	0.00531541	0.123265	-0.133481	-0.0771571	
0.108961	0.0522965	0.000420164	-0.0791892	0.17193	-0.00530746	-0.0669888	-0.318804	0.317951	-0.0146585	-0.513263	0.197974	-0.0420159	0.0750668	-0.00283462	-0.0951153	0.110596	0.0122724	0.0947156	0.0273992	-0.0934529	-0.205321	0.0179619	0.151883	-0.119978	0.0638362	0.00737133	0.104897	-0.115941	-0.0644486	
0.0930573	0.0379817	0.00898421	-0.0706144	0.158516	-4.99792e-07	-0.0771694	-0.306997	0.310205	-0.000394221	-0.552107	0.181231	-0.0350941	0.0665389	-0.0130534	-0.095516	0.0995881	0.00531647	0.0967448	0.0334937	-0.0824446	-0.202456	0.0208173	0.154721	-0.122043	0.0641814	0.00776452	0.0922444	-0.111439	-0.0551039	
0.0796473	0.0276745	0.0248743	-0.0595813	0.136309	-0.00448713	-0.0880965	-0.280583	0.293505	0.00564039	-0.604969	0.16855	-0.0257722	0.0614135	-0.0159645	-0.0909976	0.100044	-0.00168608	0.0905779	0.0403231	-0.0771857	-0.187325	0.0187702	0.150155	-0.129071	0.0717031	0.00158476	0.0714312	-0.100374	-0.048345	
0.060915	0.0186188	0.0354657	-0.0399801	0.116892	-0.00938276	-0.0880265	-0.236581	0.255979	0.00639151	-0.686779	0.144855	-0.0225556	0.0501139	-0.0241678	-0.0762826	0.0886497	-0.000916346	0.0782999	0.036159	-0.0764044	-0.165263	0.0138676	0.134587	-0.113624	0.0633546	0.00317552	0.055107	-0.0938106	-0.034595	
0.0457202	-0.000413565	0.0310193	-0.0151014	0.0841971	-0.0244896	-0.0665356	-0.138001	0.151842	0.0118336	-0.829846	0.097959	-0.00245266	0.015937	-0.0171465	-0.0473461	0.0677601	0.000404858	0.0420399	0.0269384	-0.0555148	-0.107755	-0.00530646	0.092658	-0.0755247	0.0355317	0.00611978	0.0432655	-0.0599996	-0.0167537	
0.0288674	-0.0112386	0.00617651	-0.00410563	0.033408	-0.0208223	-0.0352873	-0.054882	0.0623843	0.0271102	-0.943434	0.0429117	0.00298331	0.00618622	-0.0117353	-0.0225033	0.0215435	-0.00722747	0.0213092	0.0104161	-0.0264416	-0.0478097	0.00490996	0.0450462	-0.0365715	0.00535893	-0.00152478	0.017545	-0.0147783	0.00116483	
0.0190519	-0.012023	0.000471143	-0.00492596	0.017794	-0.0142927	-0.0230705	-0.0270809	0.0305359	0.0255054	-0.980948	0.0274103	0.0128009	0.00449465	-0.00355469	-0.0151652	0.0190794	-0.00720748	0.00907785	0.0104511	-0.0174467	-0.0225123	0.00572828	0.0246601	-0.0177656	-0.00273616	-0.000690416	0.0134624	-0.0098942	0.00612355	
0.0185962	-0.0115348	-0.00317988	-0.00126248	0.0122688	-0.013887	-0.0219208	-0.0192264	0.0194878	0.0259836	-0.992649	0.0213102	0.0124452	-0.000142687	-0.00555312	-0.0123305	0.0153683	-0.00430016	0.00870466	0.00849736	-0.014552	-0.0155959	0.00532512	0.018597	-0.00912306	-0.00377173	-0.000237247	0.0106028	-0.00380654	0.00340982	
0.0165648	-0.0111426	-0.00359255	-0.00248497	0.0110854	-0.0134784	-0.0206812	-0.016388	0.0182688	0.0263778	-0.995536	0.0192649	0.0136593	0.000294709	-0.00515343	-0.0127342	0.0141513	-0.00226921	0.00665678	0.00807162	-0.0141513	-0.0135505	0.00654861	0.016544	-0.00872884	-0.00340119	-0.000654429	0.00856243	-0.00257501	0.00215564	
