0.0121855	0.0217377	-0.0114002	
-0.00721126	0.641921	-0.0147585	
-0.00608483	0.875187	-0.0110385	
8.54695e-05	0.958795	-0.0171836	
-0.0031737	0.985728	-0.0147376	
-0.00154728	0.993903	-0.0155509	
-0.00234466	0.997954	-0.0163762	
-0.00193331	0.998356	-0.0167859	
-0.002351	0.999597	-0.0155569	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
-0.00193964	1	-0.0151502	
